"name","asset_tag","serial_number","location","location.city","u_building","u_room","u_floor","po_number","u_retired_date","u_last_rounded_date","u_device_rounding","u_department_location","location.u_deskside_assignment_group"
"LD032039","HSS-8087970","BZGTCW3","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","Office off ADMIN","1","VIHATRP20240624-049","","06/17/2026","General Rounding","Switchboard","NTT-Deskside Services-PortHardy-Staffed"
"LD066420","HSS-8087971","B391DW3","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","General Office - SOHO","1","VIHATRP20240624-050","","06/15/2026","General Rounding","NVI Home & Comm Care","NTT-Deskside Services-PortHardy-Staffed"
"LD030967","HSS-8087972","5H0TCW3","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","Solarium","1","VIHATRP20240624-051","","07/08/2026","General Rounding","PHH Combined Medical/Surgical","NTT-Deskside Services-PortHardy-Staffed"
"LD041013","HSS-8087973","DS3YCW3","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","Office off admin","1","VIHATRP20240624-052","","07/07/2026","General Rounding","Community Health","NTT-Deskside Services-PortHardy-Staffed"
"PC024096","HSS-8087974","CQ76724","VIHA-PHMHAS-Port Hardy Mental Health & Addiction Services-Main Building-1st Floor","Port Hardy","Main Building","Office (3rd from Entrance - Telehealth)","1","VIHATRP20240624-053","","03/31/2026","General Rounding","MCN Clinical Svc NVI","NTT-Deskside Services-PortHardy-Local"
"LD039571","HSS-8087975","3Q5TCW3","VIHA-PHMHAS-Port Hardy Mental Health & Addiction Services-Main Building-1st Floor","Port Hardy","Main Building","ACT desk laptop","1","VIHATRP20240624-054","","03/19/2026","General Rounding","NVI MHAS","NTT-Deskside Services-PortHardy-Local"
"LD066493","HSS-8087976","343SCW3","VIHA-PHMHAS-Port Hardy Mental Health & Addiction Services-Main Building-1st Floor","Port Hardy","Main Building","Old Conference Room/ACT REHAB","1","VIHATRP20240624-055","","03/31/2026","General Rounding","NVI MHAS","NTT-Deskside Services-PortHardy-Local"
"LD035388","HSS-8090978","FG62WH3","VIHA-PMH-Port McNeill Hospital-Main Building-1st Floor","Port McNeill","Main Building","WFH","1","VIHATRP20241007-092","","02/24/2026","Excluded","LR Specialists","NTT-Deskside Services-PortHardy-Remote"
"LD048278","HSS-8093714","FFMTFW3","VIHA-PHHC-Port Hardy Health Centre-Main Building-1st Floor","Port Hardy","Main Building","shared","1","ISLHTRP20250609-032","","05/21/2026","General Rounding","Mt Waddington Reg Admin","NTT-Deskside Services-PortHardy-Local"
"LD035978","HSS-8093715","4FSTFW3","VIHA-PHHC-Port Hardy Health Centre-Main Building-1st Floor","Port Hardy","Main Building","Public Health Nurse (5th from entrance)","1","ISLHTRP20250609-033","","05/08/2026","General Rounding","PM Public Health Nursing","NTT-Deskside Services-PortHardy-Local"
"LD048265","HSS-8093716","FGMTFW3","VIHA-PHHC-Port Hardy Health Centre-Main Building-1st Floor","Port Hardy","Main Building","Shared","1","ISLHTRP20250609-034","","02/05/2026","General Rounding","Mt Waddington Reg Admin","NTT-Deskside Services-PortHardy-Local"
"LD048269","HSS-8093717","70JZFW3","VIHA-PHHC-Port Hardy Health Centre-Main Building-1st Floor","Port Hardy","Main Building","Boardroom","1","ISLHTRP20250609-035","","","General Rounding","Mt Waddington Reg Admin","NTT-Deskside Services-PortHardy-Local"
"LD048292","HSS-8093718","FRVSFW3","VIHA-PHHC-Port Hardy Health Centre-Main Building-1st Floor","Port Hardy","Main Building","Boardroom","1","ISLHTRP20250609-036","","04/17/2026","General Rounding","Mt Waddington Reg Admin","NTT-Deskside Services-PortHardy-Local"
"LD048281","HSS-8093719","8ZHSFW3","VIHA-PHHC-Port Hardy Health Centre-Main Building-1st Floor","Port Hardy","Main Building","Boardroom","1","ISLHTRP20250609-037","","05/08/2026","General Rounding","Mt Waddington Reg Admin","NTT-Deskside Services-PortHardy-Local"
"AO800302","HSS-8093720","C24102M138","VIHA-CICHC-Cormorant Island Community Health Centre-Main Building-1st Floor","Alert Bay","Main Building","PHYSIO Room","1","ISLHTRP20250609-038","","03/30/2026","Mobile Cart","ACN NVI Reg Admin","NTT-Deskside Services-PortHardy-Remote"
"AO800295","HSS-8093721","C24102M107","VIHA-CICHC-Cormorant Island Community Health Centre-Main Building-1st Floor","Alert Bay","Main Building","Acute Care","1","ISLHTRP20250609-039","","05/28/2026","Mobile Cart","Nurses station","NTT-Deskside Services-PortHardy-Remote"
"AO800296","HSS-8093722","C24102M101","VIHA-CICHC-Cormorant Island Community Health Centre-Main Building-1st Floor","Alert Bay","Main Building","Acute care","1","ISLHTRP20250609-040","","05/28/2026","Mobile Cart","Nurses station","NTT-Deskside Services-PortHardy-Remote"
"AO800297","HSS-8093723","C24102M109","VIHA-CICHC-Cormorant Island Community Health Centre-Main Building-1st Floor","Alert Bay","Main Building","Boardroom","1","ISLHTRP20250609-041","","10/20/2025","Mobile Cart","ACN NVI Reg Admin","NTT-Deskside Services-PortHardy-Remote"
"AO800299","HSS-8093724","C24102M077","VIHA-CICHC-Cormorant Island Community Health Centre-Main Building-1st Floor","Alert Bay","Main Building","Lab Collection Room","1","ISLHTRP20250609-042","","05/28/2026","Mobile Cart","ACN NVI Reg Admin","NTT-Deskside Services-PortHardy-Remote"
"AO800300","HSS-8093725","C24102M125","VIHA-CICHC-Cormorant Island Community Health Centre-Main Building-1st Floor","Alert Bay","Main Building","Nursing Station","1","ISLHTRP20250609-043","","03/30/2026","Mobile Cart","ACN NVI Reg Admin","NTT-Deskside Services-PortHardy-Remote"
"AO800343","HSS-8093726","C24102M108","VIHA-PMAPCC-Port McNeill A'ekakila'as Primary Care Centre-Main Building-1st Floor","Port McNeill","Main Building","Reception","1","ISLHTRP20250609-044","","05/21/2026","Mobile Cart","ACN NVI Reg Admin","NTT-Deskside Services-PortHardy-Remote"
"AO800301","HSS-8093727","C24102M116","VIHA-CICHC-Cormorant Island Community Health Centre-Main Building-1st Floor","Alert Bay","Main Building","Laundry","1","ISLHTRP20250609-045","","05/28/2026","Mobile Cart","Housekeeping","NTT-Deskside Services-PortHardy-Remote"
"AO800298","HSS-8093728","C24102M076","VIHA-CICHC-Cormorant Island Community Health Centre-Main Building-1st Floor","Alert Bay","Main Building","MLC Nurses Station","1","ISLHTRP20250609-046","","03/31/2026","Mobile Cart","ACN NVI Reg Admin","NTT-Deskside Services-PortHardy-Remote"
"LD023191","HSS-8093729","8VBSFW3","VIHA-PHHC-Port Hardy Health Centre-Main Building-1st Floor","Port Hardy","Main Building","Public Health Nurse (Project Planning) (4th from e","1","ISLHTRP20250609-047","","06/30/2026","General Rounding","PHN PH Public Health Nursing","NTT-Deskside Services-PortHardy-Local"
"LD035968","HSS-8093730","4ZNZFW3","VIHA-PHHC-Port Hardy Health Centre-Main Building-1st Floor","Port Hardy","Main Building","PHH IM/IT office","1","ISLHTRP20250609-048","","04/17/2026","General Rounding","Mt Waddington Reg Admin","NTT-Deskside Services-PortHardy-Local"
"LD055524","HSS-8093731","JQSTFW3","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","Solarium - Shared","1","ISLHTRP20250609-049","","06/05/2026","General Rounding","Indigenous Health NI Adm","NTT-Deskside Services-PortHardy-Staffed"
"LD035966","HSS-8093734","8LMTFW3","VIHA-PMAPCC-Port McNeill A'ekakila'as Primary Care Centre-Main Building-1st Floor","Port McNeill","Main Building","Room 5","1","ISLHTRP20250609-052","","04/21/2026","General Rounding","PM Public Health Nursing","NTT-Deskside Services-PortHardy-Remote"
"LD056731","HSS-8093735","GLMTFW3","VIHA-PMAPCC-Port McNeill A'ekakila'as Primary Care Centre-Main Building-1st Floor","Port McNeill","Main Building","Admin - Jodi Wright","1","ISLHTRP20250609-053","","04/21/2026","General Rounding","PM Primary Care Ctr","NTT-Deskside Services-PortHardy-Remote"
"LD105709","HSS-8093999","BV0JX64","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","Laundry Room","1","REQ1863835-RITM1967219-SCTASK3167325","","06/24/2026","General Rounding","PHH Housekeeping","NTT-Deskside Services-PortHardy-Staffed"
"AO800305","HSS-8095350","C24102M008-R","VIHA-ERM-Eagle Ridge Manor-Main Building-1st Floor","Port Hardy","Main Building","LTC","1","ISLHTRP20250901-001","","01/15/2026","Mobile Cart","RC Eagle Ridge Manor","NTT-Deskside Services-PortHardy-Remote"
"AO800334","HSS-8095351","C24102M140","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","Eagle Ridge Manor","1","ISLHTRP20250901-002","","06/15/2026","Mobile Cart","PHH Emergency/Ambulatory Care","NTT-Deskside Services-PortHardy-Staffed"
"AO800332","HSS-8095352","C24223M108","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","Acute care","1","ISLHTRP20250901-003","","07/13/2026","Mobile Cart","PHH Combined Medical/Surgical","NTT-Deskside Services-PortHardy-Staffed"
"AO800338","HSS-8095353","C24223M148","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","ER","1","ISLHTRP20250901-004","","07/10/2026","Mobile Cart","PHH Emergency/Ambulatory Care","NTT-Deskside Services-PortHardy-Staffed"
"AO800333","HSS-8095354","C24223M151","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","ER","1","ISLHTRP20250901-005","","07/10/2026","Mobile Cart","Medical Imaging Admin","NTT-Deskside Services-PortHardy-Staffed"
"AO001608","HSS-8095355","C24529M132","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","Acute care","1","ISLHTRP20250901-006","","07/09/2026","Mobile Cart","Acute Care","NTT-Deskside Services-PortHardy-Staffed"
"AO800336","HSS-8095356","C24805M033","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","Ambulatory care room.","1","ISLHTRP20250901-007","","05/07/2026","Mobile Cart","RJH Gen Surg & Wound Care 7S","NTT-Deskside Services-PortHardy-Staffed"
"AO800337","HSS-8095357","C24805M004","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","Med Room","1","ISLHTRP20250901-008","","06/04/2026","Mobile Cart","PHH Combined Medical/Surgical","NTT-Deskside Services-PortHardy-Staffed"
"AO800335","HSS-8095358","C24529M091","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","Maintenance","1","ISLHTRP20250901-009","","06/30/2026","General Rounding","Plant Svcs Admin CR/N","NTT-Deskside Services-PortHardy-Staffed"
"AO800339","HSS-8095359","C24529M073","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","Acute care","1","ISLHTRP20250901-010","","07/13/2026","Mobile Cart","NRGH ICU HAU & Respira Thrpy","NTT-Deskside Services-PortHardy-Staffed"
"AO800341","HSS-8095360","C24805M043","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","Ambulatory Care","1","ISLHTRP20250901-011","","06/02/2026","Mobile Cart","PHH Emergency/Ambulatory Care","NTT-Deskside Services-PortHardy-Staffed"
"LD035969","HSS-8095361","7D4Q774","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","Office beside  Xray","1","ISLHTRP20250901-012","","06/30/2026","General Rounding","PHH Combined Medical/Surgical","NTT-Deskside Services-PortHardy-Staffed"
"LD059189","HSS-8095362","5KZN774","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","Indigenous Health-Dean Wilson-WFH","1","ISLHTRP20250901-013","","04/29/2026","Excluded","NP Port Hardy Indigenous","NTT-Deskside Services-PortHardy-Staffed"
"AO001607","HSS-8095363","C24805M016","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","Acute Care","1","ISLHTRP20250901-014","","07/09/2026","Mobile Cart","NRGH Emergency Services","NTT-Deskside Services-PortHardy-Staffed"
"LD035976","HSS-8095364","FP9Q774","VIHA-PHHC-Port Hardy Health Centre-Main Building-1st Floor","Port Hardy","Main Building","Public Health Nurse (2nd from entrance)","1","ISLHTRP20250901-015","","05/21/2026","General Rounding","PH Public Health Nursing","NTT-Deskside Services-PortHardy-Local"
"AO800342","HSS-8095365","C25122M006","VIHA-PHPCC-Port Hardy Primary Care Centre-Main Building-1st Floor","Port Hardy","Main Building","Dirty Room","1","ISLHTRP20250901-017","","07/06/2026","Mobile Cart","PH Primary Care Ctr","NTT-Deskside Services-PortHardy-Local"
"LD023042","HSS-8095366","HDYQ774","VIHA-PMH-Port McNeill Hospital-Main Building-1st Floor","Port McNeill","Main Building","Nurses Station right side","1","ISLHTRP20250901-018","","07/02/2026","General Rounding","ER/Ambulatory Care","NTT-Deskside Services-PortHardy-Remote"
"AO800347","HSS-8095367","C25122M011","VIHA-PMH-Port McNeill Hospital-Main Building-1st Floor","Port McNeill","Main Building","Acute care","1","ISLHTRP20250901-019","","04/21/2026","Mobile Cart","ER/Ambulatory Care","NTT-Deskside Services-PortHardy-Remote"
"AO800318","HSS-8095368","C25122M002","VIHA-PMH-Port McNeill Hospital-Main Building-1st Floor","Port McNeill","Main Building","Maintainance","1","ISLHTRP20250901-020","","06/22/2026","Mobile Cart","Plant Svcs Admin CR/N","NTT-Deskside Services-PortHardy-Remote"
"AO800346","HSS-8095369","C25122M007","VIHA-PMH-Port McNeill Hospital-Main Building-1st Floor","Port McNeill","Main Building","Acute care","1","ISLHTRP20250901-021","","04/21/2026","Mobile Cart","ER/Ambulatory Care","NTT-Deskside Services-PortHardy-Remote"
"AO800320","HSS-8095370","C25123M222","VIHA-PMH-Port McNeill Hospital-Main Building-1st Floor","Port McNeill","Main Building","Lab- Collection Room","1","ISLHTRP20250901-022","","06/15/2026","Mobile Cart","Lab Core","NTT-Deskside Services-PortHardy-Remote"
"AO800344","HSS-8095371","C25122M004","VIHA-PMH-Port McNeill Hospital-Main Building-1st Floor","Port McNeill","Main Building","Doctors Lounge","1","ISLHTRP20250901-023","","06/26/2026","Mobile Cart","ER/Ambulatory Care","NTT-Deskside Services-PortHardy-Remote"
"AO800348","HSS-8095372","C25123M219","VIHA-PMH-Port McNeill Hospital-Main Building-1st Floor","Port McNeill","Main Building","Acute care - Med Room","1","ISLHTRP20250901-024","","04/16/2026","Mobile Cart","ER/Ambulatory Care","NTT-Deskside Services-PortHardy-Remote"
"AO800345","HSS-8095373","C25122M044","VIHA-PMH-Port McNeill Hospital-Main Building-1st Floor","Port McNeill","Main Building","Acute care","1","ISLHTRP20250901-025","","04/16/2026","Mobile Cart","ER/Ambulatory Care","NTT-Deskside Services-PortHardy-Remote"
"AO800319","HSS-8095374","C25122M045","VIHA-PMH-Port McNeill Hospital-Main Building-1st Floor","Port McNeill","Main Building","Acute Care","1","ISLHTRP20250901-026","","04/21/2026","Mobile Cart","ER/Ambulatory Care","NTT-Deskside Services-PortHardy-Remote"
"AO800317","HSS-8095375","C25122M057","VIHA-PMH-Port McNeill Hospital-Main Building-1st Floor","Port McNeill","Main Building","Acute Care","1","ISLHTRP20250901-027","","06/26/2026","Mobile Cart","ER/Ambulatory Care","NTT-Deskside Services-PortHardy-Remote"
"LD035964","HSS-8095376","5T9Q774","VIHA-PMH-Port McNeill Hospital-Main Building-1st Floor","Port McNeill","Main Building","Mt Waddington Admin Bldg Hayley Mcconnell","1","ISLHTRP20250901-028","","04/16/2026","General Rounding","Mt Waddington Reg Admin","NTT-Deskside Services-PortHardy-Remote"
"LD035983TRP","HSS-8098412","PF62199T","VIHA-PHMHAS-Port Hardy Mental Health & Addiction Services-Main Building-1st Floor","Port Hardy","","","","ISLHTRP20260504-019","","","General Rounding","","NTT-Deskside Services-PortHardy-Local"
"TD035021","HSS-8098490","SD00R2FB","VIHA-PAH-Port Alice Health Center-Main Building-1st Floor","Port Alice","Main Building","Nurses station","1","ISLHTRP20260427-048","","07/07/2026","General Rounding","PAH Emergency/Ambulatory Care","NTT-Deskside Services-PortHardy-Remote"
"PC035167","HSS-8098491","MZ03CFDN","VIHA-PAH-Port Alice Health Center-Main Building-1st Floor","Port Alice","Main Building","Nursing Station","1","ISLHTRP20260427-049","","07/07/2026","Critical Clinical","PAH Emergency/Ambulatory Care","NTT-Deskside Services-PortHardy-Remote"
"LD030966","HSS-8098492","PF620AL3","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","Between Maintainance and Recycling","1","ISLHTRP20260427-050","","07/13/2026","General Rounding","Stores","NTT-Deskside Services-PortHardy-Staffed"
"LD061442TRP","HSS-8098493","PF620FC3","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","","","","ISLHTRP20260427-051","","","Excluded","","NTT-Deskside Services-PortHardy-Staffed"
"LD065369","HSS-8098494","PF62GAZS","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","General Office (Home Care - Left)","1","ISLHTRP20260427-052","","06/15/2026","General Rounding","Home and Community","NTT-Deskside Services-PortHardy-Staffed"
"LD065374","HSS-8098495","PF621CM9","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","Physio","1","ISLHTRP20260427-053","","06/16/2026","General Rounding","PHH Physiotherapy","NTT-Deskside Services-PortHardy-Staffed"
"LD059374TRP","HSS-8098496","PF621K8L","VIHA-PAH-Port Alice Health Center-Main Building","Port Alice","","","","ISLHTRP20260427-001","","","General Rounding","","NTT-Deskside Services-PortHardy-Remote"
"LD065190TRP","HSS-8098497","PF61ZSNN","VIHA-PAH-Port Alice Health Center-Main Building-1st Floor","Port Alice","","","","ISLHTRP20260427-002","","","General Rounding","","NTT-Deskside Services-PortHardy-Remote"
"LD059161","HSS-8098498","PF620D1G","VIHA-PAH-Port Alice Health Center-Main Building-1st Floor","Port Alice","Main Building","Doctor's Office (Room #4 on floor plan)","1","ISLHTRP20260427-003","","07/07/2026","General Rounding","Emergency and Clinic","NTT-Deskside Services-PortHardy-Remote"
"PC032001","HSS-8098499","MZ03CFDX","VIHA-PAH-Port Alice Health Center-Main Building-1st Floor","Port Alice","Main Building","Admitting","1","ISLHTRP20260427-004","","07/07/2026","Critical Clinical","Administration","NTT-Deskside Services-PortHardy-Remote"
"PC035160","HSS-8098500","MZ03CFDE","VIHA-PAH-Port Alice Health Center-Main Building-1st Floor","Port Alice","Main Building","Front Office","1","ISLHTRP20260427-005","","07/07/2026","General Rounding","Administration","NTT-Deskside Services-PortHardy-Remote"
"PC031980","HSS-8098501","MZ03CFE1","VIHA-PHHC-Port Hardy Health Centre-Main Building-1st Floor","Port Hardy","Main Building","Reception (3rd from entrance)","1","ISLHTRP20260427-006","","05/01/2026","General Rounding","PHN PH Public Health Nursing","NTT-Deskside Services-PortHardy-Local"
"PC031981","HSS-8098502","MZ03CFDJ","VIHA-PHHC-Port Hardy Health Centre-Main Building-1st Floor","Port Hardy","Main Building","Reception (3rd from entrance)","1","ISLHTRP20260427-007","","05/01/2026","General Rounding","PHN PH Public Health Nursing","NTT-Deskside Services-PortHardy-Local"
"PC031982","HSS-8098503","MZ03CFDD","VIHA-PHHC-Port Hardy Health Centre-Main Building-1st Floor","Port Hardy","Main Building","Reception","1","ISLHTRP20260427-008","","04/29/2026","General Rounding","Public Health","NTT-Deskside Services-PortHardy-Local"
"LD038221","HSS-8098504","PF620R04","VIHA-PHHC-Port Hardy Health Centre-Main Building-1st Floor","Port Hardy","Main Building","Reception","1","ISLHTRP20260427-009","","06/30/2026","General Rounding","PHN PH Public Health Nursing","NTT-Deskside Services-PortHardy-Local"
"LD065284","HSS-8098505","PF620R22","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","Variable","1","ISLHTRP20260427-010","","06/15/2026","General Rounding","CSN NVI ADP","NTT-Deskside Services-PortHardy-Staffed"
"TD030102","HSS-8098506","SD00R2CL","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","ERM Recreation Office","1","ISLHTRP20260427-011","","07/10/2026","General Rounding","RC Eagle Ridge Manor","NTT-Deskside Services-PortHardy-Staffed"
"PC047067","HSS-8098507","MZ034L5J","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","XRAY main","1","ISLHTRP20260427-012","","07/13/2026","Critical Clinical","Medical Imaging","NTT-Deskside Services-PortHardy-Staffed"
"LD038223","HSS-8098508","PF621MHV","VIHA-PHPCC-Port Hardy Primary Care Centre-Main Building-1st Floor","Port Hardy","Main Building","Room 7","1","ISLHTRP20260427-013","","06/16/2026","General Rounding","Primary Care","NTT-Deskside Services-PortHardy-Local"
"LD035987TRP","HSS-8098509","PF621MLG","VIHA-PMAPCC-Port McNeill A'ekakila'as Primary Care Centre-Main Building-1st Floor","Port McNeill","","","","ISLHTRP20260427-014","","","General Rounding","","NTT-Deskside Services-PortHardy-Remote"
"LD024257","HSS-8098510","PF620NNL","VIHA-PMH-Port McNeill Hospital-Main Building","Port McNeill","Main Building","Laundry","1","ISLHTRP20260427-015","","05/07/2026","General Rounding","Housekeeping","NTT-Deskside Services-PortHardy-Remote"
"PC047071","HSS-8098511","MZ03CFDW","VIHA-PMH-Port McNeill Hospital-Main Building-1st Floor","Port McNeill","Main Building","Xray (Beside Front Desk)","1","ISLHTRP20260427-016","","06/15/2026","General Rounding","Medical Imaging","NTT-Deskside Services-PortHardy-Remote"
"PC047881","HSS-8098512","MZ03CFDM","VIHA-PAH-Port Alice Health Center-Main Building-1st Floor","Port Alice","Main Building","XRAY","1","ISLHTRP20260427-017","","","Excluded","Medical imaging","NTT-Deskside Services-PortHardy-Remote"
"LD065372TRP","HSS-8098513","PF620NN7","VIHA-PAH-Port Alice Health Center-Main Building-1st Floor","Port Alice","","","","ISLHTRP20260427-018","","","General Rounding","","NTT-Deskside Services-PortHardy-Remote"
"LD035974","HSS-8098514","PF621KAQ","VIHA-PAH-Port Alice Health Center-Main Building-1st Floor","Port Alice","Main Building","Room 5","1","ISLHTRP20260427-019","","07/07/2026","General Rounding","PAH Emergency/Ambulatory Care","NTT-Deskside Services-PortHardy-Remote"
"AO800349","HSS-8098515","C25929M059","VIHA-PAH-Port Alice Health Center-Main Building-1st Floor","Port Alice","Main Building","Acute Care","1","ISLHTRP20260427-020","","07/07/2026","Mobile Cart","ACN NVI Rural&Remote Svcs Adm","NTT-Deskside Services-PortHardy-Remote"
"AO800350","HSS-8098516","C25929M037","VIHA-PAH-Port Alice Health Center-Main Building-1st Floor","Port Alice","Main Building","Acute Care","1","ISLHTRP20260427-021","","07/07/2026","Mobile Cart","ACN NVI Rural&Remote Svcs Adm","NTT-Deskside Services-PortHardy-Remote"
"AO800351","HSS-8098517","C25929M072","VIHA-PAH-Port Alice Health Center-Main Building-1st Floor","Port Alice","Main Building","Acute care","1","ISLHTRP20260427-022","","07/07/2026","Mobile Cart","ACN NVI Rural&Remote Svcs Adm","NTT-Deskside Services-PortHardy-Remote"
"LD060361TRP","HSS-8098518","PF621MJ7","VIHA-PHFP-Port Hardy Family Practice-Main Building-1st Floor","Port Hardy","","","","ISLHTRP20260427-023","","","Excluded","","NTT-Deskside Services-PortHardy-Local"
"LD048287","HSS-8098519","PF62196E","VIHA-PHHC-Port Hardy Health Centre-Main Building-1st Floor","Port Hardy","Main Building","Reception","1","ISLHTRP20260427-024","","05/04/2026","General Rounding","COVID","NTT-Deskside Services-PortHardy-Local"
"LD035967","HSS-8098520","PF621MK2","VIHA-PHHC-Port Hardy Health Centre-Main Building-1st Floor","Port Hardy","Main","2nd office to right of entrance.","1","ISLHTRP20260427-025","","05/21/2026","General Rounding","HN PH Public Health Nursing","NTT-Deskside Services-PortHardy-Local"
"LD034722","HSS-8098521","PF620CZX","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","Solarium","1","ISLHTRP20260427-026","","06/18/2026","General Rounding","Indigenous Liaison Nurses","NTT-Deskside Services-PortHardy-Staffed"
"LD023179","HSS-8098522","PF620NR7","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Eagle Ridge Manor","ERM","1","ISLHTRP20260427-027","","06/15/2026","General Rounding","MLC","NTT-Deskside Services-PortHardy-Staffed"
"LD035975TRP","HSS-8098523","PF620TDQ","VIHA-PHMHAS-Port Hardy Mental Health & Addiction Services-Main Building-1st Floor","Port Hardy","Main Building","Office (4th from Entrance)","1","ISLHTRP20260427-028","","","General Rounding","PHN PH Public Health Nursing","NTT-Deskside Services-PortHardy-Local"
"LD035984","HSS-8098524","PF61ZCS8","VIHA-PHMHAS-Port Hardy Mental Health & Addiction Services-Main Building-1st Floor","Port Hardy","Main Building","Bullpen (Harm Reduction Office)","1","ISLHTRP20260427-029","","","General Rounding","MCN Clinical Svc NVI","NTT-Deskside Services-PortHardy-Local"
"LD080692TRP","HSS-8098525","PF620LCE","VIHA-PHPCC-Port Hardy Primary Care Centre-Main Building-1st Floor","Port Hardy","","","","ISLHTRP20260427-030","","","Excluded","","NTT-Deskside Services-PortHardy-Local"
"PC023327","HSS-8098526","MZ03CFDQ","VIHA-PHPCC-Port Hardy Primary Care Centre-Main Building-1st Floor","Port Hardy","Main Building","Bullpen","1","ISLHTRP20260427-031","","06/16/2026","General Rounding","Primary Care","NTT-Deskside Services-PortHardy-Local"
"LD023468","HSS-8098527","PF62197H","VIHA-PMH-Port McNeill Hospital-Main Building-1st Floor","Port McNeill","Main Building","Laundry","1","ISLHTRP20260427-032","","05/07/2026","General Rounding","Housekeeping","NTT-Deskside Services-PortHardy-Remote"
"LD035970","HSS-8098528","PF620D2E","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","Jenna's Office","1","ISLHTRP20260427-033","","05/01/2026","General Rounding","Acute Care","NTT-Deskside Services-PortHardy-Staffed"
"PC047064","HSS-8098529","MZ03CFDV","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","Nurses Station","1","ISLHTRP20260427-034","","07/13/2026","Critical Clinical","PHH Combined Medical/Surgical","NTT-Deskside Services-PortHardy-Staffed"
