"u_parent_asset","name","asset_tag","serial_number","location","u_building","u_room","u_floor","po_number","u_scheduled_retirement"
"AO000715","AO000715-CRT","AO000715-CRT","1854606-0005","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor",,,,,
"AO000716","AO000716-CRT","AO000716-CRT","1841714-0103","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-8th Floor",,,,,
"","AO000717-CRT","AO000717-CRT","1827415-0077","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-5th Floor",,,,,
"AO000718","AO000718-CRT","AO000718-CRT","1826808-0078","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-7th Floor",,,,,
"","AO000719-CRT","AO000719-CRT","1844008-0084","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-4th Floor",,,,,
"AO000720","AO000720-CRT","AO000720-CRT","1854599-0011","VIHA-GRH-Gorge Road Hospital-Main Building-4th Floor",,,,,
"AO000721LEG","AO000721-CRT","AO000721-CRT","1822913-0025","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-6th Floor",,,,,
"","AO000722-CRT","AO000722-CRT","1845011-0008","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-8th Floor",,,,,
"AO000723","AO000723-CRT","AO000723-CRT","1854599-0017","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor",,,,,
"","AO000724-CRT","AO000724-CRT","1854605-0034","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor",,,,,
"AO000725","AO000725-CRT","AO000725-CRT","1854605-0033","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor",,,,,
"AO000726","AO000726-CRT","AO000726-CRT","1854599-0032","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-2nd Floor",,,,,
"AO000727","AO000727-CRT","AO000727-CRT","1854605-0021","VIHA-GRH-Gorge Road Hospital-Main Building-4th Floor",,,,,
"","AO000728-CRT","AO000728-CRT","1827614-0003","VIHA-RJH-Royal Jubilee Hospital",,,,,
"","AO000730-CRT","AO000730-CRT","1841714-0106","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor",,,,,
"","AO000731-CRT","AO000731-CRT","1841311-0045","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-5th Floor",,,,,
"","AO000732-CRT","AO000732-CRT","1841539-0086","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-8th Floor",,,,,
"AO000733LEG","AO000733-CRT","AO000733-CRT","1844312-0004","VIHA-RJH-Royal Jubilee Hospital",,,,,
"AO000734LEG","AO000734-CRT","AO000734-CRT","1842508-0074","VIHA-RJH-Royal Jubilee Hospital",,,,,
"","AO000880-CRT","AO000880-CRT","1820404-0071","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor",,,,,
"","AO000881-CRT","AO000881-CRT","1826808-0052","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-5th Floor",,,,,
"","AO000922-CRT","AO000922-CRT","1826612-0029","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor",,,,,
"","AO000923-CRT","AO000923-CRT","1820404-0056","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor",,,,,
"","AO000924-CRT","AO000924-CRT","1841539-0085","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor",,,,,
"AO000925LEG","AO000925-CRT","AO000925-CRT","1841539-0006","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor",,,,,
"","AO000926-CRT","AO000926-CRT","1826037-0069","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-5th Floor",,,,,
"","AO000927-CRT","AO000927-CRT","1826036-0028","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor",,,,,
"","AO000928-CRT","AO000928-CRT","1269828-0042","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor",,,,,
"","AO000930-CRT","AO000930-CRT","1824322-0090","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor",,,,,
"","AO000932-CRT","AO000932-CRT","1826512-0007","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor",,,,,
"AO000935","AO000935-CRT","AO000935-CRT","1874548-0050","VIHA-GRH-Gorge Road Hospital-Main Building-1st Floor",,,,,
"AO000936LEG","AO000936-CRT","AO000936-CRT","1820404-0099","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor",,,,,
"","AO000937-CRT","AO000937-CRT","1845011-0053","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-1st Floor",,,,,
"","AO000938-CRT","AO000938-CRT","1269741-0030","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor",,,,,
"AO000939","AO000939-CRT","AO000939-CRT","1854599-0022","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor",,,,,
"","AO000940-CRT","AO000940-CRT","1848798-0038","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor",,,,,
"AO000941LEG","AO000941-CRT","AO000941-CRT","1826808-0053","VIHA-RJH-Royal Jubilee Hospital",,,,,
"","AO000945-CRT","AO000945-CRT","1297849-0010","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-6th Floor",,,,,
"","AO000946-CRT","AO000946-CRT","1297846-0016","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-Basement 1",,,,,
"","AO000947-CRT","AO000947-CRT","1827614-0006","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor",,,,,
"","AO000948-CRT","AO000948-CRT","1823443-0087","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor",,,,,
"","AO000949-CRT","AO000949-CRT","1800998-0003","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-8th Floor",,,,,
"","AO000951-CRT","AO000951-CRT","1800999-0025","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-6th Floor",,,,,
"","AO000953-CRT","AO000953-CRT","1823443-0091","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor",,,,,
"","AO000954-CRT","AO000954-CRT","1823443-0046","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-8th Floor",,,,,
"","AO000955-CRT","AO000955-CRT","1800999-0029","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-4th Floor",,,,,
"","AO000956-CRT","AO000956-CRT","1823715-0032","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor",,,,,
"","AO000957-CRT","AO000957-CRT","1826512-0112","VIHA-RJH-Royal Jubilee Hospital",,,,,
"","AO000958-CRT","AO000958-CRT","1820404-0068","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-6th Floor",,,,,
"","AO000960-CRT","AO000960-CRT","1820404-0047","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor",,,,,
"","AO000961-CRT","AO000961-CRT","1820404-0050","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor",,,,,
"AO000962","AO000962-CRT","AO000962-CRT","1826036-0023","VIHA-GRH-Gorge Road Hospital-Main Building-3rd Floor",,,,,
"","AO000963-CRT","AO000963-CRT","1297846-0018","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor",,,,,
"","AO000964-CRT","AO000964-CRT","1826512-0011","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor",,,,,
"","AO000965-CRT","AO000965-CRT","1823443-0093","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-4th Floor",,,,,
"","AO000966-CRT","AO000966-CRT","1297846-0053","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-4th Floor",,,,,
"","AO000967-CRT","AO000967-CRT","1826612-0021","VIHA-RJH-Royal Jubilee Hospital",,,,,
"","AO000968-CRT","AO000968-CRT","1842508-0077","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor",,,,,
"","AO000970-CRT","AO000970-CRT","1848798-0036","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor",,,,,
"","AO000974-CRT","AO000974-CRT","1827415-0083","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor",,,,,
"AO000978LEG","AO000978-CRT","AO000978-CRT","1823443-0092","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor",,,,,
"","AO000985-CRT","AO000985-CRT","1826036-0035","VIHA-RJH-Royal Jubilee Hospital",,,,,
"","AO000987-CRT","AO000987-CRT","1854599-0023","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor",,,,,
"","AO000988-CRT","AO000988-CRT","1854398-0001","VIHA-VGH-Victoria General Hospital-Main Building-7th Floor",,,,,
"","AO000990-CRT","AO000990-CRT","1845011-0009","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-8th Floor",,,,,
"","AO000991-CRT","AO000991-CRT","1854605-0020","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor",,,,,
"","AO000992-CRT","AO000992-CRT","1854604-0025","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor",,,,,
"","AO000993-CRT","AO000993-CRT","1800999-0017","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-7th Floor",,,,,
"","AO000994-CRT","AO000994-CRT","1854599-0009","VIHA-VGH-Victoria General Hospital-Main Building-7th Floor",,,,,
"","AO000998-CRT","AO000998-CRT","1800999-0004","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-7th Floor",,,,,
"","AO001000-CRT","AO001000-CRT","1269741-0038","VIHA-VGH-Victoria General Hospital-Main Building-7th Floor",,,,,
"AO001002","AO001002-CRT","AO001002-CRT","1854605-0001","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-6th Floor",,,,,
"","AO001003-CRT","AO001003-CRT","1841539-0060","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-5th Floor",,,,,
"","AO001004-CRT","AO001004-CRT","1854599-0012","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor",,,,,
"AO001005","AO001005-CRT","AO001005-CRT","1826512-0065","VIHA-RJH-Royal Jubilee Hospital-Richmond Pavilion-3rd Floor",,,,,
"","AO001006-CRT","AO001006-CRT","1854605-0031","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor",,,,,
"","AO001007-CRT","AO001007-CRT","1854599-0005","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor",,,,,
"","AO001009-CRT","AO001009-CRT","1844008-0082","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor",,,,,
"AO001011","AO001011-CRT","AO001011-CRT","1297846-0054","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor",,,,,
"","AO001013-CRT","AO001013-CRT","1826612-0019","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-7th Floor",,,,,
"","AO001014-CRT","AO001014-CRT","1297846-0055","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-4th Floor",,,,,
"","AO001015-CRT","AO001015-CRT","1854599-0029","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor",,,,,
"","AO001016-CRT","AO001016-CRT","1854604-0035","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor",,,,,
"","AO001017-CRT","AO001017-CRT","1269742-0049","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-3rd Floor",,,,,
"","AO001018-CRT","AO001018-CRT","1800998-0013","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-3rd Floor",,,,,
"","AO001019-CRT","AO001019-CRT","1297846-0006","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor",,,,,
"","AO001020-CRT","AO001020-CRT","1886315-0048","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor",,,,,
"AO001021LEG","AO001021-CRT","AO001021-CRT","1844312-0017","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor",,,,,
"","AO001022-CRT","AO001022-CRT","1844312-0014","VIHA-RJH-Royal Jubilee Hospital",,,,,
"","AO001023-CRT","AO001023-CRT","1844813-0071","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-6th Floor",,,,,
"","AO001025-CRT","AO001025-CRT","1822913-0081","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor",,,,,
"","AO001026-CRT","AO001026-CRT","1844813-0083","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor",,,,,
"AO001058","AO001058-CRT","AO001058-CRT","1801000-0062","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-5th Floor",,,,,
"AO001059","AO001059-CRT","AO001059-CRT","1826036-0001","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-1st Floor",,,,,
"AO001064","AO001064-CRT","AO001064-CRT","1826612-0054","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-1st Floor",,,,,
"AO001065","AO001065-CRT","AO001065-CRT","1842508-0068","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-3rd Floor",,,,,
"AO001066","AO001066-CRT","AO001066-CRT","1844813-0047","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-1st Floor",,,,,
"AO001068","AO001068-CRT","AO001068-CRT","1824322-0094","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-3rd Floor",,,,,
"AO001069","AO001069-CRT","AO001069-CRT","1826917-0042","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-3rd Floor",,,,,
"AO001070","AO001070-CRT","AO001070-CRT","1844312-0015","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-3rd Floor",,,,,
"AO001074","AO001074-CRT","AO001074-CRT","1826513-0056","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-3rd Floor",,,,,
"AO001076","AO001076-CRT","AO001076-CRT","1826513-0025","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-3rd Floor",,,,,
"AO001078","AO001078-CRT","AO001078-CRT","1823425-0072","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-4th Floor",,,,,
"AO001079","AO001079-CRT","AO001079-CRT","1841311-0044","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-3rd Floor",,,,,
"AO001080","AO001080-CRT","AO001080-CRT","1827415-0078","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-1st Floor",,,,,
"","AO001104-CRT","AO001104-CRT","1845011-0012","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-4th Floor",,,,,
"AO001107","AO001107-CRT","AO001107-CRT","1826116-0027","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-4th Floor",,,,,
"AO001124","AO001124-CRT","AO001124-CRT","1826612-0006","VIHA-NQUPCC-North Quadra Urgent and Primary Care Centre-Main Building-1st Floor",,,,,
"AO001483","AO001483-CRT","AO001483-CRT","1268836-0008","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-2nd Floor",,,,,
"AO001484","AO001484-CRT","AO001484-CRT","1269827-0031","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor",,,,,
"","AO001492-CRT","AO001492-CRT","1801000-0026","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-5th Floor",,,,,
"","AO001493-CRT","AO001493-CRT","1848907-0029","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor",,,,,
"","AO001503-CRT","AO001503-CRT","1854605-0025","VIHA-VGH-Victoria General Hospital",,,,,
"","AO001504-CRT","AO001504-CRT","1854605-0024","VIHA-VGH-Victoria General Hospital-Main Building-7th Floor",,,,,
"AO001507","AO001507-CRT","AO001507-CRT","1854604-0001","VIHA-VGH-Victoria General Hospital-Main Building-7th Floor",,,,,
"AO001508","AO001508-CRT","AO001508-CRT","1854605-0023","VIHA-VGH-Victoria General Hospital-Main Building-7th Floor",,,,,
"AO001509","AO001509-CRT","AO001509-CRT","1854599-0025","VIHA-VGH-Victoria General Hospital-Main Building-7th Floor",,,,,
"","AO001510-CRT","AO001510-CRT","1854604-0031","VIHA-VGH-Victoria General Hospital-Main Building-7th Floor",,,,,
"","AO001512-CRT","AO001512-CRT","1297849-0009","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor",,,,,
"","AO001515-CRT","AO001515-CRT","1854599-0015","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor",,,,,
"","AO001516-CRT","AO001516-CRT","1842508-0050","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-5th Floor",,,,,
"AO001520","AO001520-CRT","AO001520-CRT","1296600-0053","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building",,,,,
"AO001528","AO001528-CRT","AO001528-CRT","1886405-0122","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1",,,,,
"AO001529","AO001529-CRT","AO001529-CRT","1886405-0105","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1",,,,,
"AO001530","AO001530-CRT","AO001530-CRT","1269741-0010","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor",,,,,
"","AO001534-CRT","AO001534-CRT","1801000-0004","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-6th Floor",,,,,
"","AO001535-CRT","AO001535-CRT","1826513-0088","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-6th Floor",,,,,
"","AO001536-CRT","AO001536-CRT","1854605-0029","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-2nd Floor",,,,,
"","AO001537-CRT","AO001537-CRT","1297850-0052","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-6th Floor",,,,,
"","AO001538-CRT","AO001538-CRT","1854605-0030","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor",,,,,
"AO001539","AO001539-CRT","AO001539-CRT","1854599-0019","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor",,,,,
"","AO001540-CRT","AO001540-CRT","1854605-0037","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor",,,,,
"AO001541","AO001541-CRT","AO001541-CRT","1854599-0014","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor",,,,,
"AO001542","AO001542-CRT","AO001542-CRT","1854599-0003","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor",,,,,
"AO001543","AO001543-CRT","AO001543-CRT","1854605-0014","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor",,,,,
"AO001545","AO001545-CRT","AO001545-CRT","1854605-0039","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor",,,,,
"AO001546","AO001546-CRT","AO001546-CRT","1854605-0002","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor",,,,,
"","AO001547-CRT","AO001547-CRT","1854604-0008","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor",,,,,
"","AO001548-CRT","AO001548-CRT","1854604-0021","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor",,,,,
"","AO001549-CRT","AO001549-CRT","1854605-0005","VIHA-VGH-Victoria General Hospital",,,,,
"","AO001551-CRT","AO001551-CRT","1901298-0001","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor",,,,,
"","AO001552-CRT","AO001552-CRT","1854599-0021","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor",,,,,
"","AO001555-CRT","AO001555-CRT","1826513-0089","VIHA-VGH-Victoria General Hospital",,,,,
"","AO001556-CRT","AO001556-CRT","1297848-0029","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor",,,,,
"","AO001558-CRT","AO001558-CRT","1854605-0004","VIHA-VGH-Victoria General Hospital",,,,,
"","AO001559-CRT","AO001559-CRT","1854604-0026","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-7th Floor",,,,,
"AO001560","AO001560-CRT","AO001560-CRT","1269828-0053","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor",,,,,
"","AO001561-CRT","AO001561-CRT","1826612-0065","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor",,,,,
"","AO001562-CRT","AO001562-CRT","1841714-0069","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor",,,,,
"AO001563","AO001563-CRT","AO001563-CRT","1842508-0075","VIHA-GRH-Gorge Road Hospital-Main Building-4th Floor",,,,,
"","AO001564-CRT","AO001564-CRT","1874501-0099","VIHA-RJH-Royal Jubilee Hospital-West Block-2nd Floor",,,,,
"","AO001571-CRT","AO001571-CRT","1874501-0102","VIHA-GRH-Gorge Road Hospital-Main Building-1st Floor",,,,,
"","AO001572-CRT","AO001572-CRT","1874548-0079","VIHA-GRH-Gorge Road Hospital-Main Building-1st Floor",,,,,
"AO001576LEG","AO001576-CRT","AO001576-CRT","1882307-0041","VIHA-GRH-Gorge Road Hospital-Main Building-2nd Floor",,,,,
"AO001579","AO001579-CRT","AO001579-CRT","1874548-0057","VIHA-GRH-Gorge Road Hospital-Main Building-2nd Floor",,,,,
"AO001580","AO001580-CRT","AO001580-CRT","1874501-0046","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor",,,,,
"AO001581","AO001581-CRT","AO001581-CRT","1874548-0066","VIHA-GRH-Gorge Road Hospital-Main Building-2nd Floor",,,,,
"","AO001582-CRT","AO001582-CRT","1854599-0026","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-5th Floor",,,,,
"","AO001584-CRT","AO001584-CRT","1826116-0092","VIHA-RJH-Royal Jubilee Hospital",,,,,
"","AO001585-CRT","AO001585-CRT","1826512-0099","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor",,,,,
"","AO001586-CRT","AO001586-CRT","1824347-0032","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor",,,,,
"AO001587","AO001587-CRT","AO001587-CRT","1826512-0102","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor",,,,,
"","AO001588-CRT","AO001588-CRT","1824347-0033","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor",,,,,
"","AO001589-CRT","AO001589-CRT","1822783-0018","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor",,,,,
"","AO001590-CRT","AO001590-CRT","1826512-0080","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor",,,,,
"","AO001591-CRT","AO001591-CRT","1826512-0103","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor",,,,,
"","AO001592-CRT","AO001592-CRT","1826116-0075","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor",,,,,
"AO001593LEG","AO001593-CRT","AO001593-CRT","1882116-0109","VIHA-GRH-Gorge Road Hospital-Main Building-2nd Floor",,,,,
"","AO001597-CRT","AO001597-CRT","1854604-0016","VIHA-RJH-Royal Jubilee Hospital-Richmond Pavilion-3rd Floor",,,,,
"","AO001598-CRT","AO001598-CRT","1854599-0007","VIHA-RJH-Royal Jubilee Hospital-Richmond Pavilion-3rd Floor",,,,,
"","AO001599-CRT","AO001599-CRT","1854605-0006","VIHA-RJH-Royal Jubilee Hospital-Richmond Pavilion-3rd Floor",,,,,
"","AO001600-CRT","AO001600-CRT","1854605-0018","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor",,,,,
"AO001603","AO001603-CRT","AO001603-CRT","1296600-0003","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor",,,,,
"AO001604","AO001604-CRT","AO001604-CRT","1269742-0024","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor",,,,,
"","AO001605-CRT","AO001605-CRT","1860603-0056","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor",,,,,
"","AO001606-CRT","AO001606-CRT","1823306-0023","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor",,,,,
"","AO001607-CRT","AO001607-CRT","1297849-0005","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor",,,,,
"","AO001608-CRT","AO001608-CRT","1297849-0029","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor",,,,,
"AO001609LEG","AO001609-CRT","AO001609-CRT","1896907-0001","VIHA-PAIHN-Port Alberni Integrated Health Network-Main Building-1st Floor",,,,,
"","AO001610-CRT","AO001610-CRT","1326010-0041","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor",,,,,
"AO001611","AO001611-CRT","AO001611-CRT","1929205-0134","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor",,,,,
"AO001612","AO001612-CRT","AO001612-CRT","1873973-0127","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1",,,,,
"AO001613","AO001613-CRT","AO001613-CRT","1929205-0136","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1",,,,,
"","AO001614-CRT","AO001614-CRT","1822707-0030","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor",,,,,
"","AO001615-CRT","AO001615-CRT","1826512-0101","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-Basement 1",,,,,
"","AO001637-CRT","AO001637-CRT","1896397-0005","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor",,,,,
"","AO001645-CRT","AO001645-CRT","1896907-0013","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor",,,,,
"","AO001646-CRT","AO001646-CRT","1896906-0023","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor",,,,,
"AO001658","AO001658-CRT","AO001658-CRT","1896906-0016","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor",,,,,
"","AO001664",,"C21B16M020","VIHA-GLEN-Glengarry Hospital-Fairfield Unit",,,,,
"","AO001728-CRT","AO001728-CRT","1937808-0044","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor",,,,,
"AO001734","AO001734-CRT","AO001734-CRT","2014835-0060","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor",,,,,
"AO001738","AO001738-CRT","AO001738-CRT","2010504-0087","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor",,,,,
"AO001739","AO001739-CRT","AO001739-CRT","2010504-0067","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor",,,,,
"AO001740","AO001740-CRT","AO001740-CRT","2010504-0050","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor",,,,,
"AO001741","AO001741-CRT","AO001741-CRT","2010504-0035","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor",,,,,
"AO001742","AO001742-CRT","AO001742-CRT","2010504-0044","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor",,,,,
"","AO005001-CRT","AO005001-CRT","1297850-0044","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor",,,,,
"AO005003","AO005003-CRT","AO005003-CRT","1822783-0031","NTT-Microserve-Warehouse-Victoria",,,,,
"AO005004LEG","AO005004-CRT","AO005004-CRT","1896906-0042","VIHA-GRH-Gorge Road Hospital-Main Building-3rd Floor",,,,,
"AO005005LEG","AO005005-CRT","AO005005-CRT","1826116-0090","VIHA-GRH-Gorge Road Hospital-Main Building-3rd Floor",,,,,
"","AO005006-CRT","AO005006-CRT","1896397-0028","VIHA-GRH-Gorge Road Hospital-Main Building-3rd Floor",,,,,
"AO005007","AO005007-CRT","AO005007-CRT","1896906-0003","VIHA-GRH-Gorge Road Hospital-Main Building-3rd Floor",,,,,
"AO005008","AO005008-CRT","AO005008-CRT","1896906-0058","VIHA-GRH-Gorge Road Hospital-Main Building-3rd Floor",,,,,
"AO005009LEG","AO005009-CRT","AO005009-CRT","1824347-0027","VIHA-GRH-Gorge Road Hospital-Main Building-3rd Floor",,,,,
