"u_parent_asset","name","asset_tag","serial_number","location","u_building","u_room","u_floor","po_number","u_scheduled_retirement"
"PC029999","PC029999","HSS-8078786","4KH5PW3","VIHA-SPH-Saanich Peninsula Hospital-Main Building-1st Floor","Main Building","WFH","1","VIHATRP20230925-051","11/30/2031"
"PC044721","PC044721","HSS-8080967","4KHLTY3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","North tower","N258","2","VIHATRP20231127-067","01/31/2032"
"LD065645","LD065645","HSS-8074971","4KJTVP3","VIHA-CVMHAS-Comox Valley Mental Health & Addiction Services-Main Building-1st Floor","Main Building","Reception","1","VIHATRP20230605-091","08/31/2031"
"LD046122TRP","LD046122","HSS-8091125","4KK4W14","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor","Main Building","CVH main lobby or IMIT room","1st Floor","VIHATRP20241104-032","01/31/2033"
"PC047845","PC047845","HSS-8079450","4KK6PW3","VIHA-CRMHAS-Campbell River Mental Health & Addiction Services-Main Building-2nd Floor","Main Building","27","2nd Floor","VIHATRP20230916-028","12/31/2031"
"LD027236","LD027236","HSS-8082128","4KKKTY3","VIHA-RJH-Royal Jubilee Hospital-Administrative Building-1st Floor","admin","BH103","1","VIHATRP20240108-032","03/31/2032"
"PC037572","PC037572","HSS-8077135","4KKQQT3","VIHA-QAC-Queen Alexandra Centre for Children-Main Building-1st Floor","Main Building","B050","1","VIHATRP20230731-108","10/31/2031"
"PC026387","PC026387","HSS-8075021","4KKTVP3","VIHA-CVH-Comox Valley Hospital-Main Building-2nd Floor","Main Building","CV2705 (OR5)","2","VIHATRP20230605-041","08/31/2031"
"LD045816","LD045816","HSS-8088310","4KL4VZ3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main Building","G253","Ground Floor","VIHATRP20240708-003","10/31/2032"
"PC074220","PC074220","HSS-1905071","4KL4W14","VIHA-CNUPCC-Central Nanaimo Urgent Primary Care Centre-Main Building","Main","CV2840 (724)","2","DMND0005167","04/30/2033"
"LD040997","LD040997","HSS-8082715","4KLKTY3","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","Main Building","WFH (Vanessa Wright)","1","VIHATRP20240122-034","03/31/2032"
"PC045910","PC045910","HSS-8077981","4KMRQT3","VIHA-OHC-Oceanside Health Centre-Main Building-1st Floor","Main Building","Urgent Care Desk138 (724)","1","VIHATRP20230828-050","10/31/2031"
"PC037335","PC037335","HSS-8025328","4KNKGC3","VIHA-RJH-Royal Jubilee Hospital-West Block-1st Floor","West Block","WB100A","","VIHATRP20211108-054","02/28/2030"
"PC038624","PC038624","HSS-8071956","4KNSVP3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Main Building","2856B","","VIHATRP20230206-086","04/30/2031"
"","LD066237","HSS-8076046","4KNTVP3","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor","","WFH","","VIHATRP20230704-053","09/30/2031"
"LD090686","LD090686","HSS-1046347","4KP3TY3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor","Main Building","259 (WFH)","2","REQ1278081-RITM1347602-SCTASK2166221","06/30/2032"
"LD030998","LD030998","HSS-8084999","4KP5VZ3","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor","Diagnostic & Treatment","DT3342","3","REQ1258389-RITM1326487-SCTASK2187917","05/31/2032"
"PC031523","PC031523","HSS-8082191","4KPHTY3","VIHA-RJH-Royal Jubilee Hospital-Memorial Pavilion-2nd Floor","Memorial Pav","HW216","2","VIHATRP20240108-072","03/31/2032"
"LD071730","LD037765","HSS-8058565","4KPKRH3","VIHA-SOMH-Seven Oaks Tertiary Mental Health-Seven Oaks House 5-Basement","SOMH - House 5","SOACT office","bsmt","VIHATRP20220509-044","08/31/2030"
"LD027246","LD056738","HSS-8093548","4KQ4W14","VIHA-NHC-Nanaimo Health Centre-Main Building-2nd Floor","Main Building","214","2","ISLHTRP20250519","06/30/2030"
"PC038043","PC038043","HSS-1111030","4KR4W14","VIHA-CHC-Cumberland Health Centre-Main Building-1st Floor","Main Building","Board Room","1st Floor","REQ1740242-RITM1836445-SCTASK2947123","06/30/2033"
"PC045568","PC045568","HSS-8079764","4KR6PW3","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor","Main building","LDR Main Desk","3","VIHATRP20231023-077","12/31/2031"
"LD066242","LD081386","HSS-1110143","4KRNG14","VIHA-PARS-Port Alberni Redford Street-Main Building-1st Floor","Main Building","Unit 201 - Eugene?s desk (Room 10)","1","REQ1641282-RITM1732123-SCTASK2808062","06/30/2033"
"PC030083","PC030083","HSS-8061038","4KSMVF3","VIHA-NRGH-Nanaimo Regional General Hospital-Ambulatory-Basement 1","Ambulatory","B236 - Respiratory Care Centre","B","VIHATRP20220808-018","10/31/2030"
"LD059648","LD059648","HSS-1030719","4KTKGC3","VIHA-TLLTC-Trillium Lodge","","administration 106","1","REQ0394379-RITM0413151-SCTASK0652354","01/31/2030"
"LD036902","LD036902","HSS-8077263","4KTPQT3","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","Main Building","3063 (Outpatiant Procedure Room)","3","VIHATRP20230807-038","10/31/2031"
"LD071032","LD071032","HSS-1032051","4KVKGC3","VIHA-MMHU-Margaret Moss Building-Main Building-Basement 1","Main Building","Outreach room","G","REQ0463529-RITM0485990-SCTASK0754880","02/28/2030"
"","4KVVR63","HSS-1025742","4KVVR63","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","","Covid Depot","","COVID-REQ0232770-RITM0243848-SCTASK03665","07/31/2029"
"LD102507","LD102507","HSS-1047382","4KW4VZ3","VIHA-RJH-Royal Jubilee Hospital-Memorial Pavilion-3rd Floor","Memorial Pavillion","HW312a","3rd Fl. Homer Wing HWS&AM (aka Occ Healt","REQ1390743-RITM1467093-SCTASK2362111","10/31/2032"
"","PC080344","HSS-1111098","4KW4W14","VIHA-CHC-Cumberland Health Centre","Cumberland Health Centre","Pharmacy area","Main Floor","REQ1734912-RITM1830870-SCTASK2948324","06/30/2030"
"LD021293","LD061649","HSS-1036566","4KX40N3","VIHA-RJH-Royal Jubilee Hospital-Eric Martin Pavilion-4th Floor","EMP","EMP450","4","REQ0624689-RITM0656205-SCTASK1044254","09/30/2030"
"LD037443","LD030832TRP","HSS-8060820","4KXMVF3","VIHA-NHC-Nanaimo Health Centre-Main Building-1st Floor","Main Building","Audiology Reception","1","VIHATRP20220802-043","10/31/2030"
"PC026084","PC026084","HSS-8092423","4KYMG14","VIHA-CVH-Comox Valley Hospital-Main Building","Main Building","CV4210","4","VIHATRP20250303","06/30/2033"
"LD027224","LD065882","HSS-8071082","4KYSVP3","VIHA-EWHU-Esquimalt/Westshore Health Unit-Main Building-1st Floor","Main Building","32 station 35","1","VIHATRP20230116-085","04/30/2031"
"LD027725","PC036053","HSS-8073806","4KZPQT3","VIHA-MDO-Metral Drive Offices-Main Building-3rd Floor","Main Building","No assigned office","3","VIHATRP20230417-071","08/31/2031"
"LD064256","LD064256","HSS-1991946","4L07PW3","VIHA-RJH-Royal Jubilee Hospital-Eric Martin Pavilion-2nd Floor","Eric Martin Pavillion","EMP201B","2","DMND0004599","12/31/2031"
"PC065121","LD072685","HSS-1041096","4L0MVF3","VIHA-SISC-South Island Surgical Centre-Eagle Creek Village Building 7-4th Floor","Main Building","Endoscopy","4","REQ0760227-RITM0798761-SCTASK1382614","01/31/2031"
"LD029360","LD035509","HSS-8069886","4L160N3","VIHA-EWHU-Esquimalt/Westshore Health Unit-Main Building-1st Floor","Main Building","12","1","VIHATRP20221219-009","01/31/2031"
"LD102865","LD102865","HSS-1902551","4L25TY3","VIHA-RJH-Royal Jubilee Hospital-Royal Block-3rd Floor","Royal Block","RB351","3","DMND0005114","11/30/2032"
"PC032327","PC032327","HSS-8079252","4L37PW3","VIHA-PSMH-Pembroke Street Mental Health-Main Building-1st Floor","","KW222","","VIHATRP20231009-044","12/31/2031"
"PC060909","PC060909","HSS-1036668","4L3MVF3","VIHA-JBUPCC-James Bay Urgent Primary Care Clinic","","Exam Room 4","","REQ0665881-RITM0699502-SCTASK1096260","09/30/2030"
"LD056369","LD056369","HSS-1026642","4L3VR63","VIHA-RJH-Royal Jubilee Hospital-Royal Block-2nd Floor","Royal Block","RB205","2","REQ0224091-RITM0234753-SCTASK0365250","07/31/2029"
"PC024201","PC024201","HSS-8090825","4L43W14","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Main Building","CR2905 - Lab","2","VIHATRP20241028","01/31/2033"
"LD048281","LD039569","HSS-8074263","4L4QQT3","VIHA-PHHC-Port Hardy Health Centre-Main Building-1st Floor","Main Building","Boardroom","1st Floor","VIHATRP20230509-007","08/31/2031"
"PC023824","PC023824","HSS-8091406","4L5LG14","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","Nurse's Station","1st Floor","REQ1561664-RITM1647760-SCTASK2646550","02/28/2033"
"LD045315","LD045315","HSS-8086432","4L64TY3","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor","Main building","1819A","1","VIHATRP20240506-008","07/31/2032"
"LD037026","LD030368","HSS-8027000","4L9JRH3","VIHA-RJH-Royal Jubilee Hospital-Memorial Pavilion-1st Floor","Memorial Pav","HW118","1","VIHATRP20220221-004","06/30/2030"
"PC031490","PC031490","HSS-8081203","4LBLTY3","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-5th Floor","D&T","5910A","1","VIHATRP20231204-018","01/31/2032"
"PC024440","PC024441","HSS-8026187","4LBMKF3","VIHA-CVH-Comox Valley Hospital-Main Building-2nd Floor","Main Building","CV2901","2","VIHATRP20220110-033","04/30/2030"
"LD028978","LD028978","HSS-8090405","4LC4TY3","VIHA-CIHN-Courtenay Integrated Health Networks","","CV0620 (working from home)","","VIHATRP20241007-016","12/31/2032"
"LD065201","LD065201","HSS-8024364","4LCKGC3","VIHA-VNS-Victoria Nanaimo Street-Main Building-1st Floor","","Room 114","","VIHATRP20210913-074","11/30/2029"
"PC067250","PC067250","HSS-8094655","4LCNG14","VIHA-VPAHC-Victoria Pandora Avenue Health Centre-Main Building","Main Building","Room 214","","ISLHTRP20250414-039","06/30/2033"
"","LD065197","HSS-8024279","4LDKGC3","VIHA-VHU-Victoria Health Unit-Main Building-1st Floor","VHU","Therapy 2","1","VIHATRP20210913-012","02/28/2030"
"LD068802","LD035605","HSS-8076387","4LDPQT3","VIHA-RJH-Royal Jubilee Hospital-Royal Jubilee Main-1st Floor","Memorial Pavillion","KW-215","2","VIHATRP20230710-123","10/31/2031"
"PC046363","PC046363","HSS-8077692","4LDQQT3","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-4th Floor","PCC","S401","4","VIHATRP20230821-037","10/31/2031"
"LD068636","LD068636","","4LDRS03","VIHA-RJH-Royal Jubilee Hospital-Memorial Pavilion-2nd Floor","","KW232","2","",""
"LD068354","LD045322","HSS-8087310","4LF5VZ3","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor","Main Building","1819A","1","VIHATRP20240603-026","08/31/2032"
"LD066466","LD066466","HSS-8081676","4LFJTY3","VIHA-PHU-Peninsula Health Unit-Main Building-1st Floor","PHU","162","1","VIHATRP20240108-005","03/31/2032"
"PC074220","PC074220","HSS-1905070","4LG2W14","VIHA-CNUPCC-Central Nanaimo Urgent Primary Care Centre-Main Building","Main","CV2840 (724)","2","DMND0005167","04/30/2033"
"LD034935","LD034935","HSS-8067769","4LG60N3","VIHA-RJH-Royal Jubilee Hospital-Memorial Pavilion-2nd Floor","Memorial Pavillion","KW219","2","VIHATRP20221017-062","02/28/2031"
"LD065681","LD065681-M2","HSS-1044151","4LG6PW3","VIHA-PAHC-Port Alberni Health Centre-Main Building-1st Floor","Main Building","Natasha Dumont's Office","1","REQ1102988-RITM1160869-SCTASK1860636","12/31/2031"
"PC067122","PC067122","HSS-8082710","4LGJTY3","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","Main Building","133 - Office","1","VIHATRP20240122-029","03/31/2032"
"PC031112","LD030833TRP","HSS-8060821","4LGMVF3","VIHA-NWRD-Nanaimo Waddington Road-Integrated Primary & Community Care","Main","Front Desk","","VIHATRP20220802-037","10/31/2030"
"PC080338","PC080338","HSS-1110204","4LGNG14","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","","1077","Floor 1","REQ1643384-RITM1734356-SCTASK2792991","06/30/2033"
"PC051228","PC051228","HSS-8079229","4LH5PW3","VIHA-DARS-Drug & Alcohol Rehab Society-Main Building-1st Floor","","SB101","","VIHATRP20231009-028","12/31/2031"
"PC034539","PC034539-M1","HSS-8080987","4LHLTY3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Main Building","2800 (ED Security Office)","2","VIHATRP20231127-083","01/31/2032"
"PC025636","PC025636","HSS-8085761","4LJ5VZ3","VIHA-CRG-Campbell River General Hospital-Main Building-1st Floor","Main Building","CR1853","1","VIHATRP20240415-069","06/30/2032"
"LD065273","LD065273","HSS-1042184","4LJQQT3","VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor","Main Building","CV0320","0","REQ0889740-RITM0935286-SCTASK1497884","06/30/2031"
"PC039926","PC039926","HSS-8075560","4LJTVP3","VIHA-GRH-Gorge Road Hospital-Main Building-3rd Floor","Gorge Road Hospital","3117","","VIHATRP20230619-057","08/31/2031"
"LD029353","LD038595","HSS-8077102","4LKQQT3","VIHA-QAC-Queen Alexandra Centre for Children-Pearkes Building-1st Floor","Pearkes Building","116-A Offline - TRP?","1st Floor","VIHATRP20230731-085","10/31/2031"
"PC080317","PC080317","HSS-1049791","4LL4W14","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building","ambulatory care","B247","B","REQ1593805-RITM1681663-SCTASK2730784","04/30/2033"
"LD065510","LD065510","HSS-8065594","4LM60N3","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","Main Building","3N (Nurse Station)","3","VIHATRP20220808-181","11/30/2030"
"PC079955","PC079955","HSS-1048364","4LN4TY3","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor","Main Building","CV1633","1","REQ1517825-RITM1601217-SCTASK2571341","12/31/2032"
"LD059415","LD059433","HSS-1973800","4LNKGC3","VIHA-RJH-Royal Jubilee Hospital-Memorial Pavilion-1st Floor","Memorial Pavillion","HW137","1","DMND0003213","12/31/2029"
"LD101504","LD101504","HSS-1043411","4LNSVP3","VIHA-NRGH-Nanaimo Regional General Hospital","","","","REQ1011385-RITM1063990-SCTASK1717317","09/30/2031"
"LD066175","LD066175","HSS-8084725","4LP5VZ3","VIHA-CRHCC-Campbell River Home & Community Care-Main Building-1st Floor","Main Building","HNC - North Team (x62170 AB)","1","VIHATRP20240318","05/31/2032"
"PC106860","PC106860","HSS-1111007","4LR4W14","VIHA-DWRC-Duncan Wellness and Recovery Centre-Main Building-1st Floor","Main Building","108 (Office)","1","REQ1721922-RITM1817253-SCTASK2932193","06/30/2033"
"PC030933","PC030933","HSS-8068310","4LR60N3","VIHA-QAC-Queen Alexandra Centre for Children-Fisher Building-1st Floor","QAC","Reception - Fisher Building","1","VIHATRP20221031-029","02/28/2031"
"PC100148","PC100148","HSS-1044299","4LR6PW3","VIHA-VPAHC-Victoria Pandora Avenue Health Centre-Main Building","941 Pandora","quiet charting room","2","REQ1117734-RITM1176356-SCTASK1880557","12/31/2031"
"PC028064","PC028064","HSS-8061385","4LSMVF3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","North tower","N265 Genetics","2","VIHATRP20220808-257","10/31/2030"
"LD030818","LD030818","HSS-8067473","4LV50N3","VIHA-SCHS-Saanich Community Health Services-Orca Building","ORCA","138","1","VIHATRP20221011-045","02/28/2031"
"LD061299","LD061299","HSS-1035315","4LVJRH3","VIHA-RJH-Royal Jubilee Hospital-Administrative Building-2nd Floor","ADMIN","208A","2","REQ0600311-RITM0630525-SCTASK0993711","08/31/2030"
"LD037334","LD037334","HSS-8088423","4LW4VZ3","VIHA-NHC-Nanaimo Health Centre-Main Building-2nd Floor","","214","","VIHATRP20240708-076","10/31/2032"
"PC106854","PC106854","HSS-1110999","4LW4W14","VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor","Main Building","4001","4","REQ1712390-RITM1807217-SCTASK2927757","06/30/2033"
"PC038184","PC038184","HSS-8059902","4LXMVF3","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-Basement 1","Diagnostic & Treatment","DT0139","B","VIHATRP20220711-038","09/30/2030"
"PC080098","PC080098","HSS-1049990","4LYMG14","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building","Mall","","1","REQ1589909-RITM1677587-SCTASK2746437",""
"LD032469","LD032469","HSS-8059364","4LYMVF3","VIHA-CCA-Courtenay Cliffe Avenue-Main Building-1st Floor","Main Building","Office to the left of reception.","1","VIHATRP20220620-018","10/31/2030"
"LD027913","LD027913","HSS-8070211","4LYSVP3","VIHA-RJH-Royal Jubilee Hospital-Administrative Building-3rd Floor","Administrative Building","BH330","3","VIHATRP20221226-023","03/31/2031"
"PC024046","PC024046","HSS-8087644","4LZ3VZ3","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Main Building","CR2808 SDC","2","VIHATRP20240610-067","08/31/2032"
"LD063321","LD063321","HSS-1042617","4LZPQT3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main Building","G239 - WFH - Gail Potvin","G","REQ0946938-RITM0995841-SCTASK1575292","08/31/2031"
"PC032172","PC032172","HSS-8025717","4M0LGC3","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","G101 (Pharmacy - Front)","","VIHATRP20211129-043","02/28/2030"
"LD065771","LD057863","HSS-1031604","4M1LGC3","VIHA-RJH-Royal Jubilee Hospital-Eric Martin Pavilion-1st Floor","EMP","EMP149","1","REQ0431694-RITM0452555-SCTASK0700399","02/28/2030"
"PC026033","PC026031","HSS-8084760","4M47PW3","VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor","Main Building","CV0103","0","VIHATRP20240318","05/31/2032"
"LD060361","LD035992","HSS-8074253","4M4QQT3","VIHA-PHFP-Port Hardy Family Practice-Main Building-1st Floor","Main Building","WFH","1","VIHATRP20230509-001","10/31/2031"
"PC040013","PC040013","HSS-8088623","4M55VZ3","VIHA-SPH-Saanich Peninsula Hospital-Main Building-1st Floor","Main Building","1268 (Health Records)","1st Floor","VIHATRP20240715-077","10/31/2032"
"LD043487","LD081246","HSS-1049122","4M5LG14","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","","1st Floor","REQ1558456-RITM1644295-SCTASK2667814","01/31/2033"
"PC025586","PC025586","HSS-8085708","4M63VZ3","VIHA-CRG-Campbell River General Hospital-Main Building-1st Floor","Main Building","CR1500  CRG_CRITICAL","1st Floor","VIHATRP20240415-021","06/30/2032"
"LD035602","LD035602","HSS-8079061","4M65PW3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","115 (W47)","1","VIHATRP20231003-066","12/31/2031"
"PC021715","PC021715","HSS-8062524","4M660N3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main Building","Narcotics Room","","VIHATRP20220906-029","11/30/2030"
"PC024110","PC024110","HSS-8092103","4M7NG14","VIHA-CRG-Campbell River General Hospital-Main Building-1st Floor","Main Building","CR1722  CRG724  CRG_CRITICAL","1st Floor","VIHATRP20250127","01/31/2033"
"PC073438","PC073438","HSS-1998547","4M84VZ3","VIHA-ADSC-Alcohol & Drug Services Clinic-Main Building","Counselling Side","1262","1","DMND0004935-003","07/31/2032"
"PC050814","PC050814","HSS-8081946","4M9KTY3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Main building","2548","2","VIHATRP20231225-036","02/29/2032"
"PC026105","PC026105","HSS-8066961","4MB60N3","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor","Main Building","CV1633","","VIHATRP20220926-050","12/31/2030"
"LD033643","LD033643","HSS-8026867","4MCJRH3","VIHA-RJH-Royal Jubilee Hospital-Memorial Pavilion-1st Floor","Memorial Pav","HW117C","1","VIHATRP20220221-025","05/31/2030"
"LD064056","LD073118","HSS-1042989","4MCKGC3","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor","Main building","WFH -Post Anaesthetic Care Unit","3","REQ0980281-RITM1031170-SCTASK1645800","12/31/2029"
"LD037520","LD032914","HSS-8022113","4MDJGC3","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","Main Building","3060 (CSO Office)","3","VIHATRP20210607-010","09/30/2029"
"LD046191","LD046191","HSS-8088374","4MG5VZ3","VIHA-PFP-Parksville Family Place-Main Building-2nd Floor","Main Building","219","2nd Floor","VIHATRP20240708-045","10/31/2032"
"","PC037644","HSS-8068705","4MG60N3","VIHA-RJH-Royal Jubilee Hospital-Richmond Pavilion-Basement 1","Richmond Pavilion","RP011A","B","VIHATRP20221107-092","02/28/2031"
"LD064284","LD064284","HSS-1044142","4MG6PW3","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor","Main building","1703 - stores","1","REQ1090937-RITM1148261-SCTASK1857105","12/31/2031"
"PC041951","PC041951","HSS-8083031","4MGJTY3","VIHA-RJH-Royal Jubilee Hospital-Royal Block-2nd Floor","Royal Block","RB238","2","VIHATRP20240129-051","03/31/2032"
"LD032709","LD032709","HSS-8065067","4MGMVF3","VIHA-CRHCC-Campbell River Home & Community Care-Main Building-1st Floor","Main building","South Team - Angie","1","VIHATRP20220718-023","10/31/2030"
"PC025645","PC025645","HSS-8092800","4MGNG14","VIHA-CRG-Campbell River General Hospital-Main Building","Main Building","CR2700 Hallway - CR2043.2","2","VIHATRP20250303","06/30/2033"
"LD023291","LD023291","HSS-8075180","4MGRVP3","VIHA-VHU-Victoria Health Unit-Main Building-1st Floor","Main Building","PHN Pod","1","VIHATRP20230612-005","08/31/2031"
"PC079790","PC079790","HSS-1047660","4MHHTY3","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-4th Floor","PCC","PCC-N403B","4","REQ1416728-RITM1494578-SCTASK2410384","10/31/2032"
"LD033856","LD066184","HSS-8085198","4MJ5VZ3","VIHA-SJC-St. Joseph's Campus-Main Building-3rd Floor","Main Building","329","1st Floor","VIHATRP20240101-056",""
"LD066262","LD066262","HSS-8076801","4MJPQT3","VIHA-BLMHAS-Brooks Landing Mental Health & Addictions Services","Main Building","8","1","VIHATRP20230724-038","09/30/2031"
"LD060442","LD038174","HSS-8075775","4MJTVP3","VIHA-NRGH-Nanaimo Regional General Hospital-Payroll Portable-1st Floor","FMO Portable","Office","1","VIHATRP20230626-060","08/31/2031"
"LD032016","LD032016","HSS-8019647","4MK3X53","VIHA-MDO-Metral Drive Offices","","WFH","","VIHATRP20201214-053","03/31/2029"
"LD045314","LD045314","HSS-8088891","4ML4VZ3","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor","Main Building","1819","1","VIHATRP20240729","09/30/2032"
"LD104319","LD104319","HSS-1049723","4ML4W14","VIHA-GRH-Gorge Road Hospital-Main Building-3rd Floor","GRH Administrative","Office Room 3201","3","REQ1606222-RITM1694769-SCTASK2724877","04/30/2033"
"LD031248","LD031573","HSS-8069039","4MM60N3","VIHA-CHU-Coastal Health Unit-Main Building-2nd Floor","Main Building","15","2","VIHATRP20221121-046","03/31/2031"
"PC033445","4MNSVP3","HSS-1988356","4MNSVP3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","North tower","N238 Genetics","2","DMND0004201","05/31/2031"
"PC040667","PC040667","HSS-8075998","4MNTVP3","VIHA-ABER-Aberdeen Hospital-Main Building-2nd Floor","Main Building","Unit Clerk office C215","2","VIHATRP20230704-022","09/30/2031"
"LD031323","LD031323","HSS-8093543","4MQ4W14","VIHA-MDO-Metral Drive Offices-Main Building-3rd Floor","Main Building","False","3rd Floor","ISLHTRP20250519","06/30/2030"
"PC031485","PC031485","HSS-8058273","4MQHRH3","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-5th Floor","D&T","DT5860","5","VIHATRP20220418-050","07/31/2030"
"PC074213","PC074213","HSS-1905079","4MR2W14","VIHA-CNUPCC-Central Nanaimo Urgent Primary Care Centre-Main Building","Main","","2","DMND0005167","04/30/2033"
"PC021977","4MR6PW3","HSS-1044311","4MR6PW3","VIHA-CCA-Courtenay Cliffe Avenue-Main Building-1st Floor","Main Building","006","0","REQ1122118-RITM1181016-SCTASK1886402","12/31/2031"
"PC025618","PC025618","HSS-8091900","4MRNG14","VIHA-CRG-Campbell River General Hospital-Main Building-1st Floor","Main Building","CR1602  Trauma Room","1st Floor","VIHATRP20250113-042","01/31/2033"
"PC043280","PC043280","HSS-8075513","4MRPQT3","VIHA-GRH-Gorge Road Hospital-Main Building-3rd Floor","Main Building","3418","3","VIHATRP20230619-036","08/31/2031"
"PC037759","4MS50N3","HSS-1985576","4MS50N3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","IMP55 (Library)","1","DMND0003681","11/30/2030"
"PC039976","PC039976","HSS-8061104","4MSMVF3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","1010 - Office","","VIHATRP20220808-069","10/31/2030"
"PC031070","PC031070","HSS-8057990","4MTGRH3","VIHA-NRGH-Nanaimo Regional General Hospital-Ambulatory-Basement 1","Ambulatory","Ambulatory Admitting","","VIHATRP20220404-048","09/30/2030"
"PC031379","PC031379","HSS-8072951","4MTRVP3","VIHA-CRL-Cumberland Regional Hospital Laundry Society-Main Building-1st Floor","Main Building","Reception","","VIHATRP20230313-013","05/31/2031"
"","HSS-1200445","HSS-1200445","4MTZSF3","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor","Main Building","3704","","INC3847760","10/31/2030"
"LD029898","LD029898","HSS-8081542","4MVHTY3","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-3rd Floor","Main Building","Rose CNL Office","3rd Floor","VIHATRP20231211-041","02/29/2032"
"LD102608","LD102608","HSS-1111003","4MW4W14","VIHA-CRHCC-Campbell River Home & Community Care","","Office Coordinator","1","REQ1739301-RITM1835478-SCTASK2943782","06/30/2033"
"LD060970","LD060640","HSS-1038627","4MX60N3","VIHA-RJH-Royal Jubilee Hospital-Richmond Pavilion-1st Floor","Richmond Pavilion","RP107","1","REQ0733764-RITM0770932-SCTASK1214983","12/31/2030"
"","LD080127","HSS-1037187","4MXMVF3","VIHA-RJH-Royal Jubilee Hospital-Memorial Pavilion-3rd Floor","MP","KW328","3","REQ0676085-RITM0710228-SCTASK1119226","10/31/2030"
"PC033286","PC033286","HSS-8086278","4MZ3VZ3","VIHA-WCGH-West Coast General Hospital-Main Building-1st Floor","Main Building","WCOR - 2163 ENDOSCOPY","2","VIHATRP20240429-052","07/31/2032"
"PC064074","PC064074","HSS-1042196","4MZPQT3","VIHA-ABER-Aberdeen Hospital","","Piercy Respite","","INC2204486","11/30/2023"
"PC033771","PC033771","HSS-8086240","4N06VZ3","VIHA-TGH-Tofino General Hospital-Main Building-1st Floor","Main Building","Nursing Lounge","1","VIHATRP20240429-021","07/31/2032"
"LD080068","LD080068","HSS-1036824","4N0MVF3","VIHA-PARS-Port Alberni Redford Street-Main Building-1st Floor","Main Building","Team Room","1","REQ0638575-RITM0670787-SCTASK1081656","10/31/2030"
"LD091415","LD091415","HSS-1023182","4N15X53","VIHA-OHC-Oceanside Health Centre-Main Building-2nd Floor","OHC","MHSU Departrment","2","REQ0131745-RITM0137175-SCTASK0212706","03/31/2029"
